URI,Method,User-agent,Body
"/group/v1/city/latlng/39.917966,116.68604?tag=0&__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0Ghomepage_category1_1__a1__gfood&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=4b6fea09-ac4b-4db5-aaec-04733c6d7094&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515509155&__skua=594476d291cbea2d29902a8d800824bd&__skno=14cfdf39-941a-4cc5-8fe0-7126592854dc&__skcy=kgimmjZ1V3Njmy%2Fqu%2FTeEQ0Onbk%3D",GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/movie/1305f49e31b8a8eb6db4d7fdf98358762690.png,GET,okhttp/2.7.5,
/meishiop/2d29dcd41943e54365c44d51605420184876.png,GET,okhttp/2.7.5,
/meishiop/a589f18f364770b305ac3d02b023f0e65250.png,GET,okhttp/2.7.5,
/mmc/191c9d067a26f1087592d067c7a11db4112197.jpg.webp,GET,okhttp/2.7.5,
/codeman/84ae55fe8561f7e77b2eaa6b01c2c5b385101.png,GET,okhttp/2.7.5,
/meishiop/2a76a503b60e6b0d52149559fd3908854901.png,GET,okhttp/2.7.5,
/codeman/b068be6042f0f7893921da484a7060c718125.jpg,GET,okhttp/2.7.5,
/mmc/d38275711acd07b02d6a741509bfa60420022.jpg.webp,GET,okhttp/2.7.5,
/codeman/4d7e63d215b2f992bba715a3aada559417450.jpg,GET,okhttp/2.7.5,
/200.120/deal/__45396629__8259956.jpg.webp,GET,okhttp/2.7.5,
/mmc/618f7a7a62b482ecd2677a3def9cc57a59482.jpg.webp,GET,okhttp/2.7.5,
/tuanpic/discount.png.webp,GET,okhttp/2.7.5,
/tuanpic/maidanicon.png,GET,okhttp/2.7.5,
/tuanpic/group_ia_tuan_01.png.webp,GET,okhttp/2.7.5,
/200.120/deal/__44072967__3024045.jpg.webp,GET,okhttp/2.7.5,
/200.120/deal/2712a47f8a4a3c3418fda7cd88fffc9048276.jpg.webp,GET,okhttp/2.7.5,
/tuanpic/group_ia_quan_01.png.webp,GET,okhttp/2.7.5,
/group/v1/recommend/homepage/inteligent/1?uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&position=39.917966%2C116.68604&wifi-name=360%08TP-LINK_DC32%08MF910S_9EBDCD%08CMCC%08CMCC-WEB%08and-Business%08&wifi-mac=00%3A87%3A46%3A0c%3A61%3Abd%0824%3A69%3A68%3A35%3Adc%3A32%08d0%3A5b%3Aa8%3A9e%3Abd%3Acd%0800%3A27%3A1d%3A07%3A87%3A5d%0800%3A27%3A1d%3A06%3A87%3A5d%0800%3A27%3A1d%3A08%3A87%3A5d%08&wifi-strength=-15%08-69%08-71%08-73%08-73%08-73%08&wifi-cur=0&__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0&ci=1&msid=8659310227920711464515491394&__reqTraceID=12f54233-cd00-42dd-8962-eb16adcbada5&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515516134&__skua=594476d291cbea2d29902a8d800824bd&__skno=c950fbb5-e0c0-4418-af29-cadffbaf58ac&__skcy=%2Bps3AweR9%2FziRNSU2Gjd2Q6MdIE%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/meishi/group/MeishiGroupapiService/v0?__vhost=api.meishi.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0Ghomepage_category1_1__a1&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=82d513a5-418e-4b02-b1ac-e05a38bf90b5&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515517339&__skua=594476d291cbea2d29902a8d800824bd&__skno=77c9c747-cb7d-46ee-873e-ab856b08eedf&__skcy=a92bsTBLNPLLfC9ptuhYvxQeXKE%3D,POST,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,»¿
/meishi/group/MeishiGroupapiService/v0?__vhost=api.meishi.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0Ghomepage_category1_1__a1__gfood&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=051863d5-89a6-41f4-b158-de252c333046&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515517376&__skua=594476d291cbea2d29902a8d800824bd&__skno=a3671265-53ee-4011-87fb-787701112da1&__skcy=JlvIZ96gYylNlPKMJIfCi0H31%2Fg%3D,POST,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,»¿
/meishi/group/MeishiGroupapiService/v0?__vhost=api.meishi.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0Ghomepage_category1_1__a1__gfood&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=f6c27bad-7bd8-4c2d-934b-186f83a9dfe4&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515517409&__skua=594476d291cbea2d29902a8d800824bd&__skno=53a961fb-48bc-4d30-bd78-e3a819d5d7ec&__skcy=NLoVwv9h4pntUafyctEnsJxEx6E%3D,POST,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,»¿
/advert/v3/adverts?cityid=1&category=1&version=6.8.1&new=0&app=group&clienttp=android&devid=865931022792071&uid=&movieid=&partner=0&apptype=0&smId=&__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0Ghomepage_category1_1__a1__gfood&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=4b61212a-4fcd-406c-8646-3a8698db27fc&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515517490&__skua=594476d291cbea2d29902a8d800824bd&__skno=7ecfd838-5c6c-412a-84c2-7604b25be753&__skcy=Kg5cEJmSs7wg6vJP00iLwFgm8N4%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/meishi/filter/v4/deal/select/city/1/cate/1?sort=defaults&mypos=39.917966%2C116.68604&ci=1&hasGroup=true&mpt_cate1=-1&mpt_cate2=1&wifi-name=360%08TP-LINK_DC32%08MF910S_9EBDCD%08CMCC%08&wifi-mac=00%3A87%3A46%3A0c%3A61%3Abd%0824%3A69%3A68%3A35%3Adc%3A32%08d0%3A5b%3Aa8%3A9e%3Abd%3Acd%0800%3A27%3A1d%3A07%3A87%3A5d%08&wifi-strength=-15%08-69%08-71%08-73%08&wifi-cur=0&offset=0&limit=25&client=android&__vhost=api.meishi.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0Ghomepage_category1_1__a1__gfood&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=b4574d74-0f45-45a8-909f-7c6bf6d651d5&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515517484&__skua=594476d291cbea2d29902a8d800824bd&__skno=dcaba900-7d32-4f34-a108-8d42b58e24f3&__skcy=DJ8tLn1DPMsHmspultmiCARj1Y4%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
"/group/v1/city/latlng/39.91769,116.68581?tag=0&__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0Ghomepage_category1_1__a1__gfood&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=dc6062d3-d31c-47ce-9b97-1a4bb0c27904&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515519385&__skua=594476d291cbea2d29902a8d800824bd&__skno=b3303f52-d43c-4cb9-b9fb-3db0e21bdee6&__skcy=d2AWfBMgeUznig8pxpXlX596YC8%3D",GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/200.120/mogu/29788680ead7902b1619f57eebbd0f28375620.jpg.webp,GET,okhttp/2.7.5,
/200.120/deal/60f97a1e2d7764fabe603ea8def47e5288169.jpg.webp,GET,okhttp/2.7.5,
/200.120/deal/459be0285648009801ac40e9dc5833f9137990.jpg.webp,GET,okhttp/2.7.5,
/200.120/poi/18a903cdd9bb834f7441393877697350110592.jpg.webp,GET,okhttp/2.7.5,
/200.120/deal/2bd0a6b3060155588026a927968e5acc399048.jpg.webp,GET,okhttp/2.7.5,
/200.120/poi/fd2aa9dda6ffd0fde740556cb1bad26b88251.jpg.webp,GET,okhttp/2.7.5,
/api/cpv/action?adshop_id=19609613&launch_city_id=2&lng=116.68604&bu=18&pos=1&adidx=9&page_city_id=2&mtlaunch_city_id=1&mtcategory_ids=1&bg=0&slot=50011&lat=39.917966&mtpage_city_id=1&mtdpid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&mtadshop_id=40485980&rmp=LbTaJipwhcnAXhXHilsv-SSwkDVkSMO9Gs268muB&category_id=113&target_id=178529&request_id=2380428100929575152&user_agent=android&ad=20133318&sver=2&display_id=50011&client_version=6.8.1&act=3&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0Ghomepage_category1_1__a1__gfood&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=3d343a61-b28a-41aa-a136-c3a636b0e883&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515526013&__skua=594476d291cbea2d29902a8d800824bd&__skno=7a628a34-6b23-426f-803a-122f6af056bf&__skcy=R9tmzDII2TAqRLWYeexweZncSUM%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/200.120/deal/134e504e77643429a0583cb00dc0062744064.jpg.webp,GET,okhttp/2.7.5,
/200.120/shopmainpic/dc2ce15b4a68c0a85c4c34958338026018643.jpg.webp,GET,okhttp/2.7.5,
/api/cpv/action?adshop_id=65699051&launch_city_id=2&lng=116.68604&bu=2&pos=1&adidx=11&page_city_id=2&mtlaunch_city_id=1&mtcategory_ids=1&bg=0&slot=50011&lat=39.917966&mtpage_city_id=1&mtdpid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&mtadshop_id=97074510&rmp=awNDYw9XYX0Gzz13xxx68SS1cS32JOM5vjDOZiwP&category_id=114&target_id=338581&request_id=2380428100929575152&user_agent=android&ad=20196236&sver=2&display_id=50011&client_version=6.8.1&act=3&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0Ghomepage_category1_1__a1__gfood&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=097f381b-c431-4764-9f00-4ea6da8ed2b0&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515529880&__skua=594476d291cbea2d29902a8d800824bd&__skno=89cc241c-cac7-474f-aebb-0dd172558958&__skcy=pWrXcOuff0tmIgG03xmJKBS84LM%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/200.120/deal/__45986240__6342160.jpg.webp,GET,okhttp/2.7.5,
/sup/image/icon_queue_w.png,GET,okhttp/2.7.5,
/sup/image/icon_queue_w.png,GET,okhttp/2.7.5,
/200.120/deal/702a478b9b583ed28233990a00b7ed80249530.jpg.webp,GET,okhttp/2.7.5,
/api/cpv/action?adshop_id=20942047&launch_city_id=2&lng=116.68604&bu=18&pos=1&adidx=12&page_city_id=2&mtlaunch_city_id=1&mtcategory_ids=1&bg=0&slot=50011&lat=39.917966&mtpage_city_id=1&mtdpid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&mtadshop_id=41082659&rmp=GFbH3D_UMSRPD2qdnYmN9TNkmGzRap2DT9mjFKp3&category_id=102&target_id=362235&request_id=2380428100929575152&user_agent=android&ad=20147931&sver=2&display_id=50011&client_version=6.8.1&act=3&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E0Ghomepage_category1_1__a1__gfood&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=2186a592-5fc8-4714-af13-cd4c0c605e5e&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515531567&__skua=594476d291cbea2d29902a8d800824bd&__skno=e601ed57-ba07-44ff-911e-b51b4a310d63&__skcy=iUxzQ%2BKOl7VQigRfXOWYkGnkX50%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/200.120/deal/80cc2f7bf1292fadb9c01ce44d49a9ce40787.jpg.webp,GET,okhttp/2.7.5,
/800.480/deal/134e504e77643429a0583cb00dc0062744064.jpg.webp,GET,okhttp/2.7.5,
/meishi/poi/v1/poi/265247/imgs?classified=true&mpt_poiid=265247&__vhost=api.meishi.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category1_1__a1__gfood__hpoilist__i10&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=4a82b2aa-5238-457e-b963-a7679d94a92d&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515534448&__skua=594476d291cbea2d29902a8d800824bd&__skno=753a962a-9759-4039-aa03-ab2113432b57&__skcy=hiXkXOhYEt4VXLseTc1gy%2FOr0%2BU%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/meishi/poi/v1/poi/extend/configs?poiid=265247&__vhost=api.meishi.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category1_1__a1__gfood__hpoilist__i10&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=ba361528-e8a5-4c28-b0da-142c4d41143b&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515534447&__skua=594476d291cbea2d29902a8d800824bd&__skno=f26a570f-0804-40fa-a27d-bb975f45dfda&__skcy=XAE%2BG5XHriITe8x%2Bat0Wud5zhKs%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/poi/265247/dpfeedbackmin?f=android&token=JXylHXJemQmAyrBVhhJTQJJ4pqoAAAAAOgIAAKpw00653emR9wW8FN8VNTQFUzOIQiUmsqZLP2s8zLY1o7JFFVo7Zr96yF8E70EaRQ&userid=65687079&lat=39.91769&lng=116.68581&utm_device=MI%204LTE&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category1_1__a1__gfood__hpoilist__i10&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/combo/?f=touch/module/common/msg.css.882c2e03.js;touch/module/zepto.2215a202.js;touch/module/common/msg.b555e7bf.js,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/combo/?f=touch/module/util/cookie.b92e68a7.js;touch/module/mjs.a0eb2667.js;touch/module/util/i_extend.a5a93765.js;touch/module/page/landingsession.f83c8f6b.js;touch/module/count.89957e50.js;touch/module/com/pagecommon.ee0a47f2.js,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/meishi/poi/v1/poi/featuredMenus/265247?token=JXylHXJemQmAyrBVhhJTQJJ4pqoAAAAAOgIAAKpw00653emR9wW8FN8VNTQFUzOIQiUmsqZLP2s8zLY1o7JFFVo7Zr96yF8E70EaRQ&mpt_poiid=265247&__vhost=api.meishi.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category1_1__a1__gfood__hpoilist__i10&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=e1e7023e-a47f-4654-a7d9-7b0f6ecc64c7&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515535426&__skua=594476d291cbea2d29902a8d800824bd&__skno=587fd9e9-7b36-4185-b5de-8882f27fe584&__skcy=7rdhWJrW5hPTP22BHpvDilWSITU%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/group/v1/recommend/nearstoredeals/poi/265247?mpt_poiid=265247&__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category1_1__a1__gfood__hpoilist__i10&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=10c0f575-f0a7-404e-81f5-2d9d0c02bd73&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515535439&__skua=594476d291cbea2d29902a8d800824bd&__skno=3f26632a-ddc0-4d10-abb9-4d4f3a1587f4&__skcy=Jc%2BIrv5ms%2BfprjlbTl6g%2Bg8wffs%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/movie/ba3b549a88093b49d59cbe0d887d818b134243.jpg,GET,okhttp/2.7.5,
/movie/45ba3d482787b3c851fc237f76b252281338.png,GET,okhttp/2.7.5,
/_.gif?rt=1464515534822&st=1464515534867&dt=1464515534925&lt=1464515534952&expire=0&page=100422&pt_start=1464515534621&pt_index=0%2C-1%2C-1%2C-1%2C-1%2C11%2C30%2C31%2C31%2C201%2C-1%2C91%2C204%2C213%2C217%2C314%2C314%2C316%2C342%2C342%2C343&pn_redirect=0&pn_type=0,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/0.160/deal/134e504e77643429a0583cb00dc0062744064.jpg.webp,GET,okhttp/2.7.5,
/t.gif?tanx_nid=109932508&tanx_cm&wap=1,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/midasmkt/mtajax/shopPairAdsApp?viewShopId=265247&cityId=1&slotId=50004&poi_city_id=1&mtabtest=ab_ads_b_group_68_ads_rec__b__b&poi_lat=39.92754&lat=39.91769&lng=116.68581&poi_shopname=%E7%A6%8F%E5%85%B0%E5%BE%B7%E9%85%92%E6%A5%BC(%E9%BE%99%E6%97%BA%E5%BA%84%E5%BA%97)&poi_lng=116.68638&channel=food&categoryIds=1%2C20557%2C20426%2C20560%2C24%2C20068%2C20625%2C20427,POST,AiMeiTuan/Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-null-wandoujia,"{""wifi_use"":{""ssid"":""360"",""mac"":""00:87:46:0c:61:bd"",""intensity"":""-16""},""wifi_env"":[{""ssid"":""MF910S_9EBDCD"",""mac"":""d0:5b:a8:9e:bd:cd"",""intensity"":""-66""},{""ssid"":""TP-LINK_DC32"",""mac"":""24:69:68:35:dc:32"",""intensity"":""-69""},{""ssid"":""CMCC"",""mac"":""00:27:1d:07:87:5d"",""intensity"":""-71""},{""ssid"":""CMCC-WEB"",""mac"":""00:27:1d:06:87:5d"",""intensity"":""-72""}]}"
/0.160/deal/d2e22b5f2140b247a0afd3be17ca857630439.jpg.webp,GET,okhttp/2.7.5,
/0.160/deal/964b813a9656cc65814ec5d9cd87c6bd12777.jpg.webp,GET,okhttp/2.7.5,
/0.160/deal/__50070907__6967640.jpg.webp,GET,okhttp/2.7.5,
/180.160/poi/c3e5040105f23c733e6a057e633a4d17106496.jpg,GET,okhttp/2.7.5,
/180.160/deal/4d876448228a85df29bbf5b298376928470669.jpg,GET,okhttp/2.7.5,
/180.160/mogu/ca58ebda9c6c2acff9b96c3eb8a75e69100754.jpg,GET,okhttp/2.7.5,
/180.160/poi/491fcaabf03018eaa243a593467b5dec100352.jpg,GET,okhttp/2.7.5,
/180.160/deal/__39519895__9259605.jpg,GET,okhttp/2.7.5,
/180.160/deal/9037f4710902bb7235868389faa088c093794.jpg,GET,okhttp/2.7.5,
/180.160/poi/872b50d701247dade7a689f145b8304381920.jpg,GET,okhttp/2.7.5,
/180.160/poi/fb418461470527d6bc2375e00b87883e139264.jpg,GET,okhttp/2.7.5,
/180.160/deal/__22067385__2600390.jpg,GET,okhttp/2.7.5,
/180.160/mogu/38da0f17cc709564f18ccc4e9ff9573570427.jpg,GET,okhttp/2.7.5,
/180.160/deal/6270f3f89047afda634924703f9d3c59108318.jpg,GET,okhttp/2.7.5,
/t.gif?tanx_nid=109932508&tanx_cm&wap=1,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/180.160/poi/dc29bb142ab21f08479ddad9e4323f59116736.jpg,GET,okhttp/2.7.5,
/180.160/deal/45dbb06c298fba0074901e0d2d8f29a9102405.jpg,GET,okhttp/2.7.5,
/180.160/mogu/79591c85998d84d4d40ca3bd8a2f5a1b236229.jpg,GET,okhttp/2.7.5,
/180.160/poi/e45f5a275f634e806879356fe7d75e9f135168.jpg,GET,okhttp/2.7.5,
/180.160/mogu/bf62861d928028cb106590cdbb93b7e249058.jpg,GET,okhttp/2.7.5,
/180.160/shopmainpic/7cdc607d0630abc01fc0c1dcd95447ae3078150.jpg,GET,okhttp/2.7.5,
/cm.gif?url=http%3A%2F%2Fcms.tanx.com%2Ft.gif%3Ftanx_nid%3D109932508%26tanx_cm%26wap%3D1,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/180.160/poi/f1165a8293fdad9761c87ab753254e9c92160.jpg,GET,okhttp/2.7.5,
/t.gif?tanx_nid=109932508&tanx_cm&wap=1&cna=0anRD+zGfRcCAWp5TWDnlow8,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/coomap?tanx_ver=1&wap=1&tanx_tid=DixxUaQJNmQ%3D&adx=tanx,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/200.120/mogu/bf62861d928028cb106590cdbb93b7e249058.jpg.webp,GET,okhttp/2.7.5,
/200.120/deal/__50239456__6118432.jpg.webp,GET,okhttp/2.7.5,
/api/cpv/action?adshop_id=20885480&launch_city_id=2&lng=116.68604&bu=2&pos=1&adidx=13&page_city_id=2&mtlaunch_city_id=1&mtcategory_ids=1&bg=0&slot=50011&lat=39.917966&mtpage_city_id=1&mtdpid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&mtadshop_id=41393639&rmp=Q3hcORidKnLLXw8chEyh14FVMk12rhYlSL_cAJDc&category_id=101&target_id=22185&request_id=2380428100929575152&user_agent=android&ad=20029640&sver=2&display_id=50011&client_version=6.8.1&act=3&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category1_1__a1__gfood&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=6750fc8c-42cb-4bf0-91ca-3c2ce1c79c59&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515544254&__skua=594476d291cbea2d29902a8d800824bd&__skno=70961af5-696e-4a9f-b8bc-a9ec9e89bb6d&__skcy=mXagB%2F2OB5mNMQ3OP2l5KPmGTl0%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
